item_row,F1,F2,item_id,category,english_gloss,pos2,dominant_factor
item_90,0.7848303178568994,-0.02314832064481341,item_90,food_drink,NA,noun,F1
item_91,0.7335198297708685,-0.013123414935325562,item_91,food_drink,barbequed pork / char siu,noun,F1
item_92,0.8769933754105042,-0.008710424371226735,item_92,food_drink,vegetable,noun,F1
item_93,0.7264331136403345,0.12164877854845567,item_93,food_drink,"cabbage / bok choy, chinese cabbage",noun,F1
item_94,0.7455933691503991,0.2744844710393103,item_94,food_drink,NA,noun,F1
item_95,0.7683036919282745,0.27408935243794186,item_95,food_drink,corn,noun,F1
item_96,0.7372636267528977,0.2541357075726391,item_96,food_drink,carrot / radish,noun,F1
item_97,0.673241319514966,0.07415168416831411,item_97,food_drink,NA,noun,F1
item_98,0.655124506193333,0.10705505201412154,item_98,food_drink,NA,noun,F1
item_99,0.7347044724054193,0.029128904938639955,item_99,food_drink,NA,noun,F1
item_100,0.7559568230543409,0.1322932070940564,item_100,food_drink,NA,noun,F1
item_101,0.8415998338585523,-0.07043629078457142,item_101,food_drink,NA,noun,F1
item_102,0.6410318880172837,0.18799666482253088,item_102,food_drink,NA,noun,F1
item_103,0.8428918120247544,0.08624527823432589,item_103,food_drink,NA,noun,F1
item_104,0.7234409221980562,0.24500995070458664,item_104,food_drink,NA,noun,F1
item_105,0.7396033945963486,0.2708358383521025,item_105,food_drink,NA,noun,F1
item_106,0.781185351629314,0.16582714278712857,item_106,food_drink,NA,noun,F1
item_107,0.7680712124463535,0.14803186722259867,item_107,food_drink,NA,noun,F1
item_108,0.7281398986206278,0.22511551801358534,item_108,food_drink,NA,noun,F1
item_109,0.7843676248742593,0.11514315699433944,item_109,food_drink,NA,noun,F1
item_110,0.8296463736960694,-0.23601052554306912,item_110,food_drink,NA,noun,F1
item_111,0.8438004371708038,-0.12878558567639678,item_111,food_drink,NA,noun,F1
item_112,0.8324872212631097,-0.01930466317867551,item_112,food_drink,NA,noun,F1
item_113,0.7703820536153658,-0.12926768563635696,item_113,food_drink,NA,noun,F1
item_114,0.7550921985201754,-0.04557616042426543,item_114,food_drink,NA,noun,F1
item_115,0.7398842876756035,0.009370199620124751,item_115,food_drink,NA,noun,F1
item_116,0.7522425251839749,0.08697771106780183,item_116,food_drink,NA,noun,F1
item_117,0.7804542609369484,0.07607390644946309,item_117,food_drink,NA,noun,F1
item_118,0.8373368619915055,-0.06576925640223964,item_118,action_words,NA,predicate,F1
item_119,0.9071818086123193,-0.11995291552444713,item_119,action_words,NA,predicate,F1
item_120,0.8119869718955016,-0.05578798908148439,item_120,action_words,NA,predicate,F1
item_121,0.8055985440631731,-0.1214785192632732,item_121,action_words,NA,predicate,F1
item_122,0.7040987002438625,-0.01875533779640513,item_122,action_words,NA,predicate,F1
item_123,0.706304272632488,-0.07183499836078786,item_123,action_words,NA,predicate,F1
item_124,0.8152430259341334,-0.017481792975755136,item_124,action_words,NA,predicate,F1
item_125,0.8902194151266077,-0.0743699794273765,item_125,action_words,NA,predicate,F1
item_126,0.7835486943247205,-0.04233358269776062,item_126,action_words,NA,predicate,F1
item_127,0.8514845996100108,-0.16666728078317472,item_127,action_words,NA,predicate,F1
item_128,0.7002007614779334,-0.39760558480761743,item_128,action_words,NA,predicate,F1
item_129,0.7427333346284682,-0.016817945882942487,item_129,action_words,NA,predicate,F1
item_130,0.8888646324355256,-0.11103817913588612,item_130,action_words,drag / hold (hands),predicate,F1
item_131,0.7926794705416864,-0.08107328873010403,item_131,action_words,NA,predicate,F1
item_132,0.853565555003896,-0.13741145603508947,item_132,action_words,NA,predicate,F1
item_133,0.865554410798486,-0.1078471575971483,item_133,action_words,NA,predicate,F1
item_134,0.8126031129383718,0.011382602821436162,item_134,action_words,carry / hold,predicate,F1
item_135,0.8737985526823249,-0.117184426727375,item_135,action_words,NA,predicate,F1
item_136,0.7784959049293194,0.0018265905351249447,item_136,action_words,NA,predicate,F1
item_137,0.8513459246939726,-0.06034748599768492,item_137,action_words,NA,predicate,F1
item_138,0.863967497669367,-0.1378828638063502,item_138,action_words,NA,predicate,F1
item_139,0.8637677500073734,-0.14117144814129495,item_139,action_words,NA,predicate,F1
item_140,0.8396585376953246,-0.026651681297459102,item_140,action_words,NA,predicate,F1
item_141,0.7863962224326734,-0.19596049993859985,item_141,action_words,carry / piggyback,predicate,F1
item_142,0.8549108323864459,-0.12424989369145982,item_142,action_words,hold on / help,predicate,F1
item_143,0.9140466318510506,-0.0577967216498684,item_143,action_words,NA,predicate,F1
item_144,0.906523680635274,-0.12922303507943317,item_144,action_words,NA,predicate,F1
item_145,0.834115380588861,-0.11862148029803446,item_145,action_words,NA,predicate,F1
item_146,0.7869839444991934,0.09310062386198936,item_146,action_words,NA,predicate,F1
item_147,0.8744330588217247,-0.13720450793304692,item_147,action_words,NA,predicate,F1
item_148,0.9121716177432284,-0.0887599129841993,item_148,action_words,NA,predicate,F1
item_149,0.8499934916098195,0.02430178974959384,item_149,action_words,NA,predicate,F1
item_150,0.8536252531184938,-0.07655585647887883,item_150,action_words,NA,predicate,F1
item_151,0.8518975778762032,0.009960354433408657,item_151,action_words,NA,predicate,F1
item_152,0.8696697021512881,-0.018811469041199208,item_152,action_words,NA,predicate,F1
item_153,0.9116911945042442,-0.08317921044133084,item_153,action_words,NA,predicate,F1
item_154,0.9106220478567646,-0.06513767056078867,item_154,action_words,NA,predicate,F1
item_155,0.9139138257604368,-0.07375854463652949,item_155,action_words,NA,predicate,F1
item_156,0.8653056043266784,-0.009172943512588709,item_156,action_words,NA,predicate,F1
item_157,0.8853232358032075,-0.0959123576966613,item_157,action_words,NA,predicate,F1
item_158,0.9051404496934532,-0.06453582758079991,item_158,action_words,NA,predicate,F1
item_159,0.8783015192879969,-0.07996213351508766,item_159,action_words,NA,predicate,F1
item_160,0.8464863824441554,-0.13250473728629253,item_160,action_words,NA,predicate,F1
item_161,0.8013463492947229,-0.0721923112318541,item_161,action_words,NA,predicate,F1
item_162,0.8262438073332797,-0.02487072204099073,item_162,action_words,NA,predicate,F1
item_163,0.8789839051713992,0.004511658030673862,item_163,action_words,NA,predicate,F1
item_164,0.8022495390104615,-0.013332273299962989,item_164,action_words,NA,predicate,F1
item_165,0.7710339765803393,0.04141837603023543,item_165,action_words,NA,predicate,F1
item_166,0.8891920639578386,-0.00550516870746432,item_166,action_words,NA,predicate,F1
item_167,0.8278524077083553,-0.0073222912216724,item_167,action_words,NA,predicate,F1
item_168,0.8444956530293806,-0.03185415130303874,item_168,action_words,NA,predicate,F1
item_169,0.9142590035876107,-0.11930437151010541,item_169,action_words,NA,predicate,F1
item_170,0.8729491900590212,0.013848164357780229,item_170,action_words,NA,predicate,F1
item_171,0.9210587469611712,-0.06650208838736592,item_171,action_words,NA,predicate,F1
item_172,0.871305696406914,-0.06647068265459526,item_172,action_words,NA,predicate,F1
item_173,0.8838822157136149,-0.07223958412713596,item_173,action_words,NA,predicate,F1
item_174,0.8792177377244871,-0.0682511053821762,item_174,action_words,NA,predicate,F1
item_175,0.9202362141805004,-0.12778929709449502,item_175,action_words,NA,predicate,F1
item_176,0.798613959298538,-0.0650701302119814,item_176,action_words,NA,predicate,F1
item_177,0.850603506660671,-0.11562258585495601,item_177,action_words,NA,predicate,F1
item_178,0.8862525094977723,0.01715932295212652,item_178,action_words,NA,predicate,F1
item_179,0.8663022723047139,0.008146742505840581,item_179,action_words,NA,predicate,F1
item_180,0.8989416972229387,-0.021025635283494257,item_180,action_words,NA,predicate,F1
item_181,0.894031427711576,-0.08628598027821098,item_181,action_words,NA,predicate,F1
item_182,0.9165035615501502,-0.13378527289591402,item_182,action_words,NA,predicate,F1
item_183,0.8569748644986662,-0.21475128947288238,item_183,action_words,NA,predicate,F1
item_184,0.9002241911974509,-0.15096250354020707,item_184,action_words,NA,predicate,F1
item_185,0.8904005570574987,-0.04295046789192948,item_185,action_words,NA,predicate,F1
item_186,0.9263790000774204,-0.013357036247306301,item_186,action_words,NA,predicate,F1
item_187,0.8800542062371208,0.04233997873811219,item_187,action_words,NA,predicate,F1
item_188,0.9004351505444069,-0.014805890695239545,item_188,action_words,NA,predicate,F1
item_189,0.8527193653317964,-0.04066492216942498,item_189,action_words,NA,predicate,F1
item_190,0.8444898532007492,-0.2507966677547759,item_190,action_words,NA,predicate,F1
item_191,0.755670025850609,0.06270677293984395,item_191,action_words,NA,predicate,F1
item_192,0.8104280052869517,0.04494952559414683,item_192,action_words,NA,predicate,F1
item_193,0.9426192288590389,-0.08624548783107937,item_193,action_words,NA,predicate,F1
item_194,0.8990408282806257,-0.08215779506886453,item_194,action_words,NA,predicate,F1
item_195,0.9241030534997159,-0.12332214693432844,item_195,action_words,NA,predicate,F1
item_196,0.8648754985481187,-0.07757092268618422,item_196,action_words,NA,predicate,F1
item_197,0.925487216001615,-0.08528095934503563,item_197,action_words,NA,predicate,F1
item_198,0.8999598347379142,-0.04315521786997491,item_198,action_words,NA,predicate,F1
item_199,0.8178851489884422,-0.18884889326196166,item_199,action_words,NA,predicate,F1
item_200,0.8683498469322637,-0.13578681209050533,item_200,action_words,NA,predicate,F1
item_201,0.8727688362345359,-0.024673115492710868,item_201,action_words,NA,predicate,F1
item_202,0.8862680553627232,-0.14420163867600047,item_202,action_words,NA,predicate,F1
item_203,0.7704319635976147,0.04371421930606124,item_203,action_words,NA,predicate,F1
item_204,0.9230627014843782,-0.11311764077710158,item_204,action_words,NA,predicate,F1
item_205,0.8417658689271482,-0.08158913947453272,item_205,action_words,NA,predicate,F1
item_206,0.8959031818003604,-0.1810715623430904,item_206,action_words,NA,predicate,F1
item_207,0.8841770231413242,-0.08288998970468674,item_207,action_words,NA,predicate,F1
item_208,0.874455682104916,-0.012218471088436642,item_208,action_words,NA,predicate,F1
item_209,0.8615528050047305,-0.11320533616438853,item_209,action_words,NA,predicate,F1
item_210,0.7761727998887492,0.057471828634202714,item_210,action_words,NA,predicate,F1
item_211,0.9094507960994901,-0.03932013216201908,item_211,action_words,NA,predicate,F1
item_212,0.8985073260355547,-0.22439942742243887,item_212,action_words,spread / smear,predicate,F1
item_213,0.8261583333007751,-0.16448463797442753,item_213,action_words,NA,predicate,F1
item_214,0.7442910345215521,-0.1731792669622124,item_214,action_words,NA,predicate,F1
item_215,0.8359989067171764,-0.06896975970781641,item_215,action_words,NA,predicate,F1
item_216,0.7466696864133388,-0.13911334719795687,item_216,action_words,NA,predicate,F1
item_217,0.8470599784479763,-0.13499540220155426,item_217,action_words,NA,predicate,F1
item_218,0.7668445231995832,-0.24527139080940275,item_218,action_words,NA,predicate,F1
item_219,0.835004865552687,-0.08971110540591071,item_219,action_words,NA,predicate,F1
item_220,0.8217676526193123,-0.08870854391495762,item_220,action_words,NA,predicate,F1
item_221,0.8459972344405222,-0.10207048593822676,item_221,action_words,grasp / squeeze,predicate,F1
item_222,0.8720385985987872,-0.16850905491922466,item_222,action_words,NA,predicate,F1
item_223,0.7415159855677818,0.0072600905358705175,item_223,action_words,NA,predicate,F1
item_224,0.6809402159575905,-0.15860796061186602,item_224,action_words,NA,predicate,F1
item_225,0.7752303524419419,-0.2757757670423353,item_225,action_words,NA,predicate,F1
item_226,0.7791983643698781,0.03653369461246869,item_226,action_words,NA,predicate,F1
item_227,0.848291594456237,0.012550418408947429,item_227,action_words,NA,predicate,F1
item_228,0.8447005063162245,-0.06955705232318629,item_228,action_words,touch / stroke,predicate,F1
item_229,0.8923307418247549,-0.033657921678405985,item_229,action_words,NA,predicate,F1
item_230,0.8278093982128952,-0.060110590090028664,item_230,action_words,NA,predicate,F1
item_231,0.7950841269167266,0.032735742471506284,item_231,action_words,NA,predicate,F1
item_232,0.7700241764528226,-0.11582284593514737,item_232,action_words,NA,predicate,F1
item_233,0.8349903649725948,-0.15234067365718093,item_233,action_words,NA,predicate,F1
item_234,0.7956131936546587,-0.04114680838484101,item_234,action_words,NA,predicate,F1
item_235,0.7747436889081197,-0.15609033987980317,item_235,action_words,NA,predicate,F1
item_236,0.8591371653176059,-0.03620640320163077,item_236,action_words,NA,predicate,F1
item_237,0.9011794807331059,-0.09985569712663195,item_237,action_words,NA,predicate,F1
item_238,0.8860852415335934,-0.10460443912867053,item_238,action_words,NA,predicate,F1
item_239,0.8334711838823334,-0.07824106322648576,item_239,action_words,NA,predicate,F1
item_240,0.7595622551682175,-0.017871190086036735,item_240,action_words,NA,predicate,F1
item_241,0.8290067563010888,-0.07969423454245356,item_241,action_words,NA,predicate,F1
item_242,0.8830094749140024,-0.04992506956507163,item_242,action_words,NA,predicate,F1
item_243,0.8402321301261872,-0.04004143135740055,item_243,action_words,can / will,predicate,F1
item_244,0.8771220024342415,-3.2773251640803234e-4,item_244,action_words,NA,predicate,F1
item_245,0.8302052775258076,0.04224604541240569,item_245,action_words,NA,predicate,F1
item_246,0.8845765834131127,0.014020751762483312,item_246,action_words,NA,predicate,F1
item_247,0.8979572059473102,-0.01828943794371501,item_247,action_words,NA,predicate,F1
item_248,0.9102381894888191,-0.02960528432097152,item_248,action_words,NA,predicate,F1
item_249,0.8524813290753745,-0.09672208077370768,item_249,action_words,NA,predicate,F1
item_250,0.8273575337878838,-0.04021190789079902,item_250,action_words,NA,predicate,F1
item_251,0.8756041097309883,-0.043853137620856665,item_251,action_words,NA,predicate,F1
item_252,0.7380795100735418,0.0688881734231213,item_252,action_words,NA,predicate,F1
item_253,0.8938208252614563,-0.1001473315074104,item_253,action_words,NA,predicate,F1
item_254,0.9035903489086292,-0.1585522635150811,item_254,action_words,NA,predicate,F1
item_255,0.8601160264434281,-0.03123689894949873,item_255,action_words,NA,predicate,F1
item_256,0.8343113728773378,-0.07802681101261753,item_256,action_words,NA,predicate,F1
item_257,0.8874138149158618,-0.23111699250049236,item_257,action_words,NA,predicate,F1
item_258,0.8811443843607754,-0.09383668368557468,item_258,action_words,bend,predicate,F1
item_259,0.8634232771713877,-0.10727095035308455,item_259,action_words,NA,predicate,F1
item_260,0.9133750157334596,-0.08583791711509955,item_260,action_words,lower,predicate,F1
item_261,0.8601060418269509,-0.10961974807527865,item_261,action_words,NA,predicate,F1
item_262,0.8295917273942701,-0.15365211608465038,item_262,action_words,NA,predicate,F1
item_263,0.8101882007302481,-0.05685464574943516,item_263,action_words,NA,predicate,F1
item_264,0.9001066696173496,-0.06983691772453161,item_264,action_words,sweep / push aside,predicate,F1
item_265,0.8741278310915992,-0.08799335767881025,item_265,action_words,NA,predicate,F1
item_266,0.8816423097265274,-0.06386329062435112,item_266,action_words,NA,predicate,F1
item_267,0.9144968357393704,-0.10016382896039684,item_267,action_words,bump / crash,predicate,F1
item_268,0.8613253605102789,-0.1278183168395674,item_268,action_words,NA,predicate,F1
item_269,0.8657322426713264,-0.10741858433727638,item_269,action_words,NA,predicate,F1
item_270,0.9155739929755213,-0.0962530663945436,item_270,action_words,NA,predicate,F1
item_271,0.8549104226494886,0.09944073019464314,item_271,action_words,queue / line up,predicate,F1
item_272,0.8464206532308945,-0.030942979838224853,item_272,action_words,NA,predicate,F1
item_273,0.9289848266797319,-0.11151280274651447,item_273,action_words,NA,predicate,F1
item_274,0.915462032380376,0.007346061352155064,item_274,action_words,NA,predicate,F1
item_275,0.9026268656522765,-0.11016896043212683,item_275,action_words,meet / catch,predicate,F1
item_276,0.8858424168269662,-0.07170142925182169,item_276,action_words,NA,predicate,F1
item_277,0.8830812712374024,0.055081104324846294,item_277,action_words,NA,predicate,F1
item_278,0.7115701809925168,0.052580720856547705,item_278,action_words,NA,predicate,F1
item_279,0.8767226983328942,-0.11721380578201253,item_279,action_words,NA,predicate,F1
item_280,0.8017406054742229,-0.03485760397359627,item_280,action_words,NA,predicate,F1
item_281,0.8219767673205924,0.03622686845213033,item_281,action_words,NA,predicate,F1
item_282,0.8908045611098181,-0.15718623061126022,item_282,action_words,NA,predicate,F1
item_283,0.9263506506807793,-0.075206833666828607,item_283,action_words,NA,predicate,F1
item_284,0.8846615670916131,-0.03452726357538442,item_284,action_words,NA,predicate,F1
item_285,0.9267846272375073,-0.0886838726937135,item_285,action_words,NA,predicate,F1
item_286,0.7789136688418226,0.18047138023851936,item_286,action_words,NA,predicate,F1
item_287,0.8963211750831743,-0.08419570272663013,item_287,action_words,NA,predicate,F1
item_288,0.9429085951414392,-0.11869181958748166,item_288,action_words,NA,predicate,F1
item_289,0.8987326183245881,-0.038749464299735074,item_289,action_words,NA,predicate,F1
item_328,0.8064157223362431,0.1821269924474424,item_328,toys,NA,noun,F1
item_329,0.8354486534286946,0.0036411627192333832,item_329,toys,NA,noun,F1
item_330,0.8059999178306748,0.17844942998906607,item_330,toys,NA,noun,F1
item_331,0.8283180083843792,-0.019442712470512255,item_331,toys,NA,noun,F1
item_332,0.7952394652985955,0.05618344514405909,item_332,toys,NA,noun,F1
item_333,0.7855816195310557,0.16679656385291575,item_333,toys,NA,noun,F1
item_334,0.8574718168149996,0.01988232537988923,item_334,toys,NA,noun,F1
item_335,0.7808755221947911,0.11389614320405123,item_335,toys,NA,noun,F1
item_336,0.8580935943350962,-0.02567768240289107,item_336,toys,NA,noun,F1
item_337,0.7699373548364122,0.040535236678949975,item_337,toys,NA,noun,F1
item_338,0.8069273250426225,-0.11276759190093126,item_338,toys,NA,noun,F1
item_339,0.7569746683091486,0.19508936577201882,item_339,toys,NA,noun,F1
item_340,0.7531086639671586,0.16573367125660798,item_340,toys,NA,noun,F1
item_341,0.823154325408493,0.050426717270552666,item_341,toys,NA,noun,F1
item_342,0.7763769587785371,-0.10077396736252639,item_342,toys,NA,noun,F1
item_343,0.6399743703845703,0.3451684200552159,item_343,toys,NA,noun,F1
item_344,0.8460516542400155,0.15612972136163142,item_344,toys,NA,noun,F1
item_345,0.7514033867464114,0.1694632258378612,item_345,toys,NA,noun,F1
item_346,0.74046398359046,-0.22158013003043184,item_346,toys,NA,noun,F1
item_347,0.760923289827766,-0.12900996440287657,item_347,toys,NA,noun,F1
item_348,0.9172903888052497,-0.004939903212975465,item_348,toys,NA,noun,F1
item_349,0.8757903601266744,0.11639816357073729,item_349,toys,NA,noun,F1
item_350,0.7979771767478945,-0.2489108758376218,item_350,descriptive_words,all gone / none,predicate,F1
item_351,0.6482504955827996,-0.2024979354899013,item_351,descriptive_words,NA,predicate,F1
item_352,0.842459542678544,-0.023880396911037376,item_352,descriptive_words,NA,predicate,F1
item_353,0.7543957397229271,0.04678790082364969,item_353,descriptive_words,NA,predicate,F1
item_354,0.8104071575021444,0.04275214354848207,item_354,descriptive_words,NA,predicate,F1
item_355,0.8253164925367341,-0.10179479018082747,item_355,descriptive_words,NA,predicate,F1
item_356,0.8300164807286553,0.004478998113928835,item_356,descriptive_words,NA,predicate,F1
item_357,0.8252719429879897,-0.08018413051856735,item_357,descriptive_words,NA,predicate,F1
item_358,0.8449686391777892,-0.10481984264390835,item_358,descriptive_words,NA,predicate,F1
item_359,0.7641204931771504,-0.02278286175797082,item_359,descriptive_words,NA,predicate,F1
item_360,0.8469161573479767,-0.0967950610814725,item_360,descriptive_words,dumb / stupid,predicate,F1
item_361,0.8489691572245828,0.016096910154278988,item_361,descriptive_words,NA,predicate,F1
item_362,0.8112482342350161,0.06800930571250004,item_362,descriptive_words,NA,predicate,F1
item_363,0.9039549009821451,-0.015224649599649991,item_363,descriptive_words,NA,predicate,F1
item_364,0.8197570589472233,0.04203239452993002,item_364,descriptive_words,NA,predicate,F1
item_365,0.8830274144513623,-0.07573886934112473,item_365,descriptive_words,NA,predicate,F1
item_366,0.8158987978464343,-0.1145730519068375,item_366,descriptive_words,NA,predicate,F1
item_367,0.7897935020448017,-0.10091265740392807,item_367,descriptive_words,NA,predicate,F1
item_368,0.8683162878554327,-0.028604579473885873,item_368,descriptive_words,NA,predicate,F1
item_369,0.8475346959705182,-0.0016710390813891069,item_369,descriptive_words,NA,predicate,F1
item_370,0.8685440737120559,0.013110032089663866,item_370,descriptive_words,NA,predicate,F1
item_371,0.8668344513029226,-0.006745219228572273,item_371,descriptive_words,NA,predicate,F1
item_372,0.8237789797339957,-0.04185121804223824,item_372,descriptive_words,NA,predicate,F1
item_373,0.7982609377869602,-0.06952029196381278,item_373,descriptive_words,NA,predicate,F1
item_374,0.8142974958374055,-0.1029647770937663,item_374,descriptive_words,NA,predicate,F1
item_375,0.8550796233253454,-0.10626892693656795,item_375,descriptive_words,NA,predicate,F1
item_376,0.8090814913654129,-0.03941854309435757,item_376,descriptive_words,NA,predicate,F1
item_377,0.8923537881368917,0.02112305243953745,item_377,descriptive_words,NA,predicate,F1
item_378,0.8691555313895258,0.0022764277779733742,item_378,descriptive_words,NA,predicate,F1
item_379,0.8364625971083107,-0.15693305993993112,item_379,descriptive_words,NA,predicate,F1
item_380,0.8915891362624991,-0.04138861594747144,item_380,descriptive_words,NA,predicate,F1
item_381,0.8113636901569503,-0.020831816351161492,item_381,descriptive_words,NA,predicate,F1
item_382,0.830159716316966,-0.11966994279288666,item_382,descriptive_words,NA,predicate,F1
item_383,0.6391753231563051,-0.15205669912401631,item_383,descriptive_words,NA,predicate,F1
item_384,0.8678601640824357,-0.09610075197564631,item_384,descriptive_words,NA,predicate,F1
item_385,0.8322148970052609,0.11459968133947346,item_385,descriptive_words,NA,predicate,F1
item_386,0.7356409653008776,0.20674884000283894,item_386,descriptive_words,NA,predicate,F1
item_387,0.9025022355319638,-0.01666619999272313,item_387,descriptive_words,NA,predicate,F1
item_388,0.8646322826173857,-0.14416230551152012,item_388,descriptive_words,NA,predicate,F1
item_389,0.918237219406674,0.005428038804192452,item_389,descriptive_words,NA,predicate,F1
item_390,0.8807208591796744,-0.12455989402990378,item_390,descriptive_words,NA,predicate,F1
item_391,0.8897285625682477,-0.12713321620490928,item_391,descriptive_words,NA,predicate,F1
item_392,0.8562868195997104,0.04658449628725738,item_392,descriptive_words,NA,predicate,F1
item_393,0.8745764782859997,-0.035011605623117774,item_393,descriptive_words,NA,predicate,F1
item_394,0.9113864146574508,-0.04255540433914537,item_394,descriptive_words,NA,predicate,F1
item_395,0.8976620905000693,-0.02588451042487289,item_395,descriptive_words,NA,predicate,F1
item_396,0.9300222153249642,-0.06855879786092026,item_396,descriptive_words,NA,predicate,F1
item_397,0.9028767214623188,-0.027486329934310234,item_397,descriptive_words,NA,predicate,F1
item_398,0.8533580164504165,-0.03827214348236134,item_398,descriptive_words,NA,predicate,F1
item_399,0.7868164422950853,0.06380445561805595,item_399,descriptive_words,NA,predicate,F1
item_400,0.8650677720620582,-0.015427589605083631,item_400,descriptive_words,NA,predicate,F1
item_401,0.9002881516727397,0.05583123558873069,item_401,descriptive_words,NA,predicate,F1
item_402,0.8756172438132449,0.03127517948299947,item_402,descriptive_words,NA,predicate,F1
item_403,0.8830896962389412,0.043555911314567146,item_403,descriptive_words,NA,predicate,F1
item_404,0.8640967823324616,0.08393948570885264,item_404,descriptive_words,NA,predicate,F1
item_405,0.8569081089878426,0.06423524670592937,item_405,descriptive_words,NA,predicate,F1
item_406,0.8340555944043319,0.11088824702777073,item_406,descriptive_words,NA,predicate,F1
item_407,0.8767556097279294,0.08003109193530339,item_407,descriptive_words,NA,predicate,F1
item_408,0.8757511785601911,0.10800270798349287,item_408,descriptive_words,NA,predicate,F1
item_409,0.9164005302798564,-0.1046863114953605,item_409,descriptive_words,NA,predicate,F1
item_410,0.9028886820283475,0.03348510345100945,item_410,descriptive_words,NA,predicate,F1
item_411,0.8625001821792917,0.1328695243382884,item_411,descriptive_words,NA,predicate,F1
item_412,0.884987908562595,0.09853126733604563,item_412,descriptive_words,NA,predicate,F1
item_413,0.8664118381606014,-0.07937278542978961,item_413,descriptive_words,NA,predicate,F1
item_414,0.8306301561186697,-0.010549292147931162,item_414,descriptive_words,NA,predicate,F1
item_415,0.9160768713364026,-0.09467612071630463,item_415,descriptive_words,NA,predicate,F1
item_416,0.8744897829386885,-0.06670648143642609,item_416,descriptive_words,NA,predicate,F1
item_417,0.8758379863654624,-0.09581733143402711,item_417,descriptive_words,NA,predicate,F1
item_418,0.8823396385461693,-0.02487811960384595,item_418,descriptive_words,NA,predicate,F1
item_419,0.9104236377814516,-0.09413055166625542,item_419,descriptive_words,NA,predicate,F1
item_420,0.9095813044709109,-0.0651321879243544,item_420,descriptive_words,NA,predicate,F1
item_421,0.8627184090132143,0.013200199899145304,item_421,descriptive_words,NA,predicate,F1
item_422,0.8422360869018408,-0.04323710047289885,item_422,descriptive_words,NA,predicate,F1
item_423,0.8060213455552089,0.034053765688291444,item_423,descriptive_words,NA,predicate,F1
item_424,0.843190146000978,0.0402204291136449,item_424,descriptive_words,NA,predicate,F1
item_425,0.7379416246923818,0.30766810546619544,item_425,descriptive_words,NA,predicate,F1
